"w2360","w2370","w2371","w2885","w2905","w2910","w2920","w2970","w2975","r349000","r547000","r547001","r547002","r547003","r548000","r549002","r549004","r647000","r648001","ev.82361","ev.82562","tmed.82361","tmed.82562","tmax.82361","tmax.82562","tmin.82361","tmin.82562","u.82361","u.82562","ano","mes","tempo"
0.423259739236544,NA,NA,NA,NA,NA,NA,-1.16198508388844,NA,NA,-0.95065291608625,-0.739802746110753,NA,-0.35995343537061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969,7,-1.72734059052152
-0.347122648311815,NA,NA,NA,NA,-1.5783865387848,-1.95810236262236,-1.86296823789862,NA,NA,-1.6543256442038,-1.44703030773485,NA,-1.15734194745412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969,8,-1.72105935201054
-1.37338864758793,NA,NA,NA,NA,-1.86546435160269,-2.10969297862546,-2.29211329781986,NA,NA,-0.896269633235626,-0.686684783996796,NA,NA,NA,NA,NA,0.146257565583933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969,9,-1.71477811349954
-1.69325718089536,NA,-1.78438300082213,NA,NA,-1.78530447427686,-2.0832821197255,-2.27560836102148,NA,NA,-0.0517277088567522,0.119313007663129,-0.362888112528973,0.0596101607676932,NA,NA,NA,-0.583803471090657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969,10,-1.70849687498856
-0.143018271127257,NA,-0.549821303607842,NA,NA,-1.88440872061987,-1.43473164600234,-1.39728536681947,NA,NA,0.0879211230539399,0.249781964836321,0.136757410576569,0.331444628459768,NA,NA,NA,0.41974146314102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969,11,-1.70221563647758
0.0992403587383801,NA,0.719115704156449,NA,NA,-1.39085161796149,-0.219417949284096,-0.0369680936030427,NA,NA,0.451248613378102,0.586238144378361,0.287017270040048,0.0201890151789822,NA,NA,NA,0.559910886082707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969,12,-1.69593439796658
-0.732774607773973,NA,1.67636240349992,NA,NA,-0.447728884079365,0.572093678602809,0.759147685594361,NA,NA,1.20065875011973,1.26860751324569,0.992126504130415,0.71435558416171,NA,NA,NA,2.02538167751567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,1,-1.6896531594556
0.826330422953442,NA,1.35443492628058,NA,NA,0.615614221179263,0.99806620644043,1.19327893935844,NA,NA,0.374593056447152,0.515590299443609,0.298164831278991,0.533668431273325,NA,NA,NA,0.235701358524233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,2,-1.68337192094462
0.57660558201458,NA,1.78129197064578,NA,NA,1.31067041138989,1.45552584165977,1.5268470465714,NA,NA,1.1923323013223,1.26240983662702,0.796019835699838,0.611286149886261,NA,NA,NA,0.800600250198449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,3,-1.67709068243362
0.0940236315715043,NA,0.917778641229007,NA,NA,1.0006240939129,1.05574293264675,1.25491493690558,NA,NA,NA,0.270636055731304,0.680913635181179,1.06566611424074,NA,NA,NA,0.326339496260428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,4,-1.67080944392264
-0.0254932632128883,NA,0.124619232662829,NA,NA,0.543584309388262,0.425474018789791,0.776935925161075,NA,NA,-0.415931344470696,-0.224372037735802,-1.13051765204222,-0.709303396538437,NA,NA,NA,-0.770175617670691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,5,-1.66452820541165
-0.266683377586305,NA,-0.356932546170516,NA,NA,-0.59499574936254,-0.741800250051883,-0.307073871947334,NA,NA,-0.376570424938346,-0.186971247953489,0.0409531006890188,-0.283463173171894,NA,NA,NA,-0.919643609972452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,6,-1.65824696690066
0.570925777729031,NA,-0.941990051844117,NA,NA,-1.19274812288665,-1.42526579035804,-1.0787352421242,NA,NA,-1.72405203481323,-1.5198019326441,-1.77793909055926,-1.62399552248786,NA,NA,NA,-1.71469394050272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,7,-1.65196572838967
NA,NA,-1.40814273551825,NA,NA,-1.5783865387848,-1.85643517123311,-1.73224902742183,NA,NA,NA,NA,-1.07228731202529,-0.817998215848805,NA,NA,NA,-1.71469394050272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,8,-1.64568448987869
-1.31318969378778,NA,-1.63457631442988,NA,NA,-1.79743711954881,-2.04310827341029,-2.17260604183307,NA,NA,NA,NA,0.176503279864859,-0.323739566804158,NA,NA,NA,-0.734100228123279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,9,-1.63940325136769
0.571621433517545,NA,-0.700518449493,NA,NA,-1.8466900201501,-1.62353950411978,-1.43411797411271,NA,-1.41773296115398,NA,0.40997696910861,0.171126349255056,-0.161231346182874,NA,NA,NA,0.520141864176608,NA,1.60752391242372,NA,NA,NA,NA,NA,-1.42711586672785,NA,-0.92861578135042,NA,1970,10,-1.63312201285671
0.133383827669603,NA,0.0768177541854897,NA,NA,-0.721401795471314,-0.591010123753804,-0.248277694737891,NA,-0.930509426173591,NA,NA,0.388493006582426,1.51850422150943,NA,NA,NA,1.40355599355584,NA,-0.2309052017353,NA,NA,NA,NA,NA,-1.86013791000572,NA,-0.230168591047353,NA,1970,11,-1.62684077434573
